Name,Symbol
NHG844삼성전자콜,55G844
NHG845삼성전자풋,55G845
NHG846삼성전자풋,55G846
NHG848삼성전자풋,55G848
NHG851SK하이닉콜,55G851
NHG852SK하이닉풋,55G852
NHG853SK하이닉풋,55G853
NHG854SK하이닉풋,55G854
NHG855SK하이닉풋,55G855
NHG856삼성전자콜,55G856
NHG857삼성전자콜,55G857
NHG858삼성전자콜,55G858
NHG859삼성전자콜,55G859
NHG860삼성전자콜,55G860
NHG861삼성전자콜,55G861
NHG862삼성전자풋,55G862
NHG863삼성전자풋,55G863
NHG864삼성전자풋,55G864
NHG865삼성전자풋,55G865
NHG866삼성전자풋,55G866
NHG867삼성전자풋,55G867
NHG868SK하이닉콜,55G868
NHG869SK하이닉콜,55G869
NHG870SK하이닉콜,55G870
NHG871SK하이닉콜,55G871
NHG872SK하이닉콜,55G872
NHG873SK하이닉콜,55G873
NHG874SK하이닉풋,55G874
NHG875SK하이닉풋,55G875
NHG876SK하이닉풋,55G876
NHG877SK하이닉풋,55G877
NHG878SK하이닉풋,55G878
NHG879SK하이닉풋,55G879
NHG880현대차콜,55G880
NHG881현대차콜,55G881
NHG882현대차콜,55G882
NHG883현대차콜,55G883
NHG884현대차콜,55G884
NHG885현대차콜,55G885
NHG886현대차풋,55G886
NHG887현대차풋,55G887
NHG888현대차풋,55G888
NHG889현대차풋,55G889
NHG890현대차풋,55G890
NHG891현대차풋,55G891
NHG892기아콜,55G892
NHG893기아콜,55G893
NHG894기아콜,55G894
NHG895기아콜,55G895
NHG896기아콜,55G896
NHG897기아콜,55G897
NHG898기아풋,55G898
NHG899기아풋,55G899
NHG900기아풋,55G900
NHG901기아풋,55G901
NHG902기아풋,55G902
NHG903기아풋,55G903
NHG904네이버콜,55G904
NHG905네이버콜,55G905
NHG906네이버콜,55G906
NHG907네이버콜,55G907
NHG908네이버콜,55G908
NHG909네이버콜,55G909
NHG910네이버풋,55G910
NHG911네이버풋,55G911
NHG912네이버풋,55G912
NHG913네이버풋,55G913
NHG914네이버풋,55G914
NHG915네이버풋,55G915
NHG916카카오콜,55G916
NHG917카카오콜,55G917
NHG918카카오콜,55G918
NHG919카카오콜,55G919
NHG920카카오콜,55G920
NHG921카카오콜,55G921
NHG922카카오풋,55G922
NHG923카카오풋,55G923
NHG924카카오풋,55G924
NHG925카카오풋,55G925
NHG926카카오풋,55G926
NHG927카카오풋,55G927
NHG928LG화학콜,55G928
NHG929LG화학콜,55G929
NHG930LG화학콜,55G930
NHG931LG화학콜,55G931
NHG932LG화학콜,55G932
NHG933LG화학콜,55G933
NHG934LG화학풋,55G934
NHG935LG화학풋,55G935
NHG936LG화학풋,55G936
NHG937LG화학풋,55G937
NHG938LG화학풋,55G938
NHG939LG화학풋,55G939
NHG940NC소프트콜,55G940
NHG941NC소프트콜,55G941
NHG942NC소프트콜,55G942
NHG943NC소프트콜,55G943
NHG944NC소프트풋,55G944
NHG945NC소프트풋,55G945
NHG946NC소프트풋,55G946
NHG947NC소프트풋,55G947
NHG948NC소프트풋,55G948
NHG949NC소프트풋,55G949
NHN,181710
NHN벅스,104200
NHN한국사이버결제,060250
NH올원리츠,400760
NH투자증권,005940
NH투자증권우,005945
NH프라임리츠,338100
NICE,034310
NICE평가정보,030190
NI스틸,008260
NPC,004250
NPC우,004255
OCI,010060
OQP,078590
PI첨단소재,178920
PN풍년,024940
POSCO,005490
QV S&P500 VIX S/T 선물 ETN C,550060
QV S&P500 버퍼10% 9월 ETN,550066
QV iSelect 글로벌 EMP ETN(H),550059
QV 레버리지 S&P500 ETN,550044
QV 레버리지 WTI원유 선물 ETN(H),550042
QV 레버리지 구리 선물 ETN(H),550069
QV 레버리지 금 선물 ETN(H),550062
QV 레버리지 은 선물 ETN(H),550064
QV 미국 IT TOP5 ETN(H),550041
QV 인버스 레버리지 S&P500 ETN,550045
QV 인버스 레버리지 WTI원유 선물 ETN(H),550043
QV 인버스 레버리지 구리 선물 ETN(H),550070
QV 인버스 레버리지 금 선물 ETN(H),550063
QV 인버스 레버리지 은 선물 ETN(H),550065
QV 인버스 미국 IT TOP5 ETN(H),550061
QV 코스닥 150 ETN,550068
QV 코스피 200 ETN,550067
QV 코스피 변동성 매칭형 양매도 ETN,550057
RFHIC,218410
RF머트리얼즈,327260
S&K폴리텍,091340
S-Oil,010950
S-Oil우,010955
SBI인베스트먼트,019550
SBI핀테크솔루션즈,950110
SBS,034120
SBS미디어홀딩스,101060
SBS콘텐츠허브,046140
SCI평가정보,036120
SDN,099220
SFA반도체,036540
SG,255220
SG&G,040610
SGA,049470
SGA솔루션즈,184230
SGC에너지,005090
SGC이테크건설,016250
SG글로벌,001380
SG세계물산,004060
SHD,001770
SH에너지화학,002360
SIMPAC,009160
SJM,123700
SJM홀딩스,025530
SK,034730
SK5호스팩,337450
SK6호스팩,340350
SKC,011790
SK가스,018670
SK네트웍스,001740
SK네트웍스우,001745
SK디스커버리,006120
SK디스커버리우,006125
SK디앤디,210980
SK렌터카,068400
SK리츠,395400
SK머티리얼즈,036490
SK바이오사이언스,302440
SK바이오팜,326030
SK스퀘어,402340
SK아이이테크놀로지,361610
SK우,03473K
SK이노베이션,096770
SK이노베이션우,096775
SK증권,001510
SK증권우,001515
SK케미칼,285130
SK케미칼우,28513K
SK텔레콤,017670
SK하이닉스,000660
SM C&C,048550
SM Life Design,063440
SNK,950180
SNT모티브,064960
SNT에너지,100840
SNT중공업,003570
SNT홀딩스,036530
SOL 200TR,295040
SOL KIS단기통안채,363510
SOL KRX300,292500
SOL KRX기후변화솔루션,404650
SOL 글로벌탄소배출권선물IHS(합성),400590
SOL 미국S&P500ESG,399110
SOL 선진국MSCI World(합성 H),208470
SOL 유럽탄소배출권선물S&P(H),400580
SOL 중국본토 중소형 CSI500(합성 H),220130
SPC삼립,005610
STX,011810
STX엔진,077970
STX중공업,071970
SUN&L,002820
SV인베스트먼트,289080
TBH글로벌,084870
TCC스틸,002710
THE E&M,089230
THE MIDONG,161570
THQ,192410
TIGER 200,102110
TIGER 200 IT,139260
TIGER 200 건설,139220
TIGER 200 경기소비재,139290
TIGER 200 금융,139270
TIGER 200 산업재,227550
TIGER 200 생활소비재,227560
TIGER 200 에너지화학,139250
TIGER 200 중공업,139230
TIGER 200 철강소재,139240
TIGER 200 헬스케어,227540
TIGER 200IT레버리지,243880
TIGER 200TR,310960
TIGER 200동일가중,252000
TIGER 200선물레버리지,267770
TIGER 200선물인버스2X,252710
TIGER 200에너지화학레버리지,243890
TIGER 200커뮤니케이션서비스,315270
TIGER 200커버드콜5%OTM,166400
TIGER 200커버드콜ATM,289480
TIGER 2차전지테마,305540
TIGER AI코리아그로스액티브,365040
TIGER CD금리투자KIS(합성),357870
TIGER Fn메타버스,400970
TIGER Fn반도체TOP10,396500
TIGER Fn신재생에너지,377990
TIGER KIS부동산인프라채권TR,341850
TIGER KRX BBIG K-뉴딜,364960
TIGER KRX2차전지K-뉴딜,364980
TIGER KRX300,292160
TIGER KRX게임K-뉴딜,364990
TIGER KRX기후변화솔루션,404540
TIGER KRX바이오K-뉴딜,364970
TIGER KRX인터넷K-뉴딜,365000
TIGER KTOP30,228820
TIGER K게임,300610
TIGER LG그룹+펀더멘털,138530
TIGER MSCI KOREA ESG리더스,289260
TIGER MSCI KOREA ESG유니버설,289250
TIGER MSCI Korea TR,310970
TIGER S&P글로벌인프라(합성),269370
TIGER S&P글로벌헬스케어(합성),248270
TIGER TOP10,292150
TIGER 가격조정,217790
TIGER 경기방어,139280
TIGER 경기방어채권혼합,237440
TIGER 골드선물(H),319640
TIGER 구리실물,160580
TIGER 국채3년,114820
TIGER 국채선물10년인버스,302180
TIGER 국채선물3년인버스,302170
TIGER 글로벌4차산업혁신기술(합성 H),275980
TIGER 글로벌BBIG액티브,387270
TIGER 글로벌리튬&2차전지SOLACTIVE(합성),394670
TIGER 글로벌자원생산기업(합성 H),276000
TIGER 글로벌자율주행&전기차SOLACTIVE,394660
TIGER 글로벌클라우드컴퓨팅INDXX,371450
TIGER 금속선물(H),139310
TIGER 금은선물(H),139320
TIGER 농산물선물Enhanced(H),137610
TIGER 단기선진하이일드(합성 H),182490
TIGER 단기채권액티브,272580
TIGER 단기통안채,157450
TIGER 라틴35,105010
TIGER 레버리지,123320
TIGER 로우볼,174350
TIGER 모멘텀,147970
TIGER 미국MSCI리츠(합성 H),182480
TIGER 미국S&P500,360750
TIGER 미국S&P500레버리지(합성 H),225040
TIGER 미국S&P500선물(H),143850
TIGER 미국S&P500선물인버스(H),225030
TIGER 미국나스닥100,133690
TIGER 미국나스닥바이오,203780
TIGER 미국다우존스30,245340
TIGER 미국달러단기채권액티브,329750
TIGER 미국달러선물레버리지,261110
TIGER 미국달러선물인버스2X,261120
TIGER 미국채10년선물,305080
TIGER 미국테크TOP10 INDXX,381170
TIGER 미국필라델피아반도체나스닥,381180
TIGER 미디어컨텐츠,228810
TIGER 반도체,091230
TIGER 방송통신,098560
TIGER 배당성장,211560
TIGER 부동산인프라고배당,329200
TIGER 삼성그룹펀더멘털,138520
TIGER 소프트웨어,157490
TIGER 여행레저,228800
TIGER 우량가치,227570
TIGER 우선주,261140
TIGER 원유선물Enhanced(H),130680
TIGER 원유선물인버스(H),217770
TIGER 유로스탁스50(합성 H),195930
TIGER 유로스탁스레버리지(합성 H),225050
TIGER 유로스탁스배당30,245350
TIGER 은행,091220
TIGER 의료기기,307510
TIGER 이머징마켓MSCI레버리지(합성 H),225060
TIGER 인도니프티50레버리지(합성),236350
TIGER 인버스,123310
TIGER 일본TOPIX(합성 H),195920
TIGER 일본TOPIX헬스케어(합성),248260
TIGER 일본니케이225,241180
TIGER 일본엔선물,292560
TIGER 중국소비테마,150460
TIGER 중장기국채,302190
TIGER 증권,157500
TIGER 지주회사,307520
TIGER 차이나CSI300,192090
TIGER 차이나CSI300레버리지(합성),204480
TIGER 차이나CSI300인버스(합성),217780
TIGER 차이나HSCEI,245360
TIGER 차이나바이오테크SOLACTIVE,371470
TIGER 차이나반도체FACTSET,396520
TIGER 차이나전기차SOLACTIVE,371460
TIGER 차이나클린에너지SOLACTIVE,396510
TIGER 차이나항셍25,117690
TIGER 차이나항셍테크,371160
TIGER 코스닥150,232080
TIGER 코스닥150 레버리지,233160
TIGER 코스닥150IT,261060
TIGER 코스닥150바이오테크,261070
TIGER 코스닥150선물인버스,250780
TIGER 코스피,277630
TIGER 코스피고배당,210780
TIGER 코스피대형주,277640
TIGER 코스피중형주,277650
TIGER 탄소효율그린뉴딜,376410
TIGER 퓨처모빌리티액티브,387280
TIGER 헬스케어,143860
TIGER 현대차그룹+펀더멘털,138540
TIGER 화장품,228790
TIMEFOLIO BBIG액티브,385710
TIMEFOLIO Kstock액티브,385720
TIMEFOLIO 탄소중립액티브,404120
TJ미디어,032540
TPC,048770
TREX 200,108590
TREX 펀더멘탈 200,145850
TRUE FTSE100 ETN,570047
TRUE S&P 유럽탄소배출권 선물 ETN(H),570074
TRUE S&P500 선물 ETN,570050
TRUE S&P500 양매도 4% OTM ETN(H),570049
TRUE 구리 선물 ETN,570071
TRUE 금 선물 ETN,570055
TRUE 나스닥 100 ETN,570051
TRUE 레버리지 HSCEI ETN(H),570031
TRUE 레버리지 S&P500 선물 ETN(H),570022
TRUE 레버리지 구리 선물 ETN,570072
TRUE 레버리지 금 선물 ETN,570059
TRUE 레버리지 나스닥 100 ETN,570043
TRUE 레버리지 베트남 VN30 선물 ETN(H),570065
TRUE 레버리지 유로스탁스50 ETN(H) B,570054
TRUE 레버리지 은 선물 ETN,570061
TRUE 레버리지 천연가스 선물 ETN(H),570045
TRUE 베트남 VN30 선물 ETN(H),570063
TRUE 유로스탁스50 양매도 5% OTM ETN(H),570048
TRUE 은 선물 ETN,570057
TRUE 인버스 2X HSCEI ETN(H),570032
TRUE 인버스 2X S&P500 선물 ETN(H),570023
TRUE 인버스 2X 구리 선물 ETN,570073
TRUE 인버스 2X 금 선물 ETN,570060
TRUE 인버스 2X 나스닥 100 ETN,570044
TRUE 인버스 2X 베트남 VN30 선물 ETN(H),570066
TRUE 인버스 2X 유로스탁스50 ETN(H),570027
TRUE 인버스 2X 은 선물 ETN,570062
TRUE 인버스 2X 천연가스 선물 ETN(H),570046
TRUE 인버스 HSCEI ETN(H) B,570028
TRUE 인버스 금 선물 ETN,570056
TRUE 인버스 나스닥 100 ETN,570042
TRUE 인버스 베트남 VN30 선물 ETN(H),570064
TRUE 인버스 유로스탁스50 ETN(H) B,570025
TRUE 인버스 은 선물 ETN,570058
TRUE 인버스 플래티넘 선물 ETN,570053
TRUE 코스닥 150 ETN,570068
TRUE 코스피 200 ETN,570067
TRUE 코스피 양매도 3% OTM ETN,570029
TRUE 코스피 양매도 5% OTM ETN,570019
TRUE 플래티넘 선물 ETN,570052
TS인베스트먼트,246690
TS트릴리온,317240
TYM,002900
UCI,038340
WI,073570
WISCOM,024070
YBM넷,057030
YG PLUS,037270
YTN,040300
YW,051390
iMBC,052220
가비아,079940
가온미디어,078890
가온전선,000500
감성코퍼레이션,036620
강남제비스코,000860
강스템바이오텍,217730
강원랜드,035250
강원에너지,114190
갤럭시아머니트리,094480
갤럭시아에스엠,011420
게임빌,063080
경남스틸,039240
경남제약,053950
경남제약헬스케어,223310
경농,002100
경동나비엔,009450
경동도시가스,267290
경동인베스트,012320
경동제약,011040
경방,000050
경보제약,214390
경인양행,012610
경인전자,009140
경창산업,024910
계룡건설,013580
계양전기,012200
계양전기우,012205
고려산업,002140
고려시멘트,198440
고려신용정보,049720
고려아연,010130
고려제강,002240
고려제약,014570
고바이오랩,348150
고영,098460
골드앤에스,035290
골드퍼시픽,038530
골든센츄리,900280
골프존,215000
골프존뉴딘홀딩스,121440
골프존데카,183410
관악산업,076340
광동제약,009290
광림,014200
광명전기,017040
광전자,017900
광주신세계,037710
광진실업,026910
광진윈텍,090150
교보10호스팩,355150
교보9호스팩,331520
교보증권,030610
교촌에프앤비,339770
구영테크,053270
국도화학,007690
국동,005320
국동 9WR,00532219
국보,001140
국보디자인,066620
국순당,043650
국영지앤엠,006050
국일신동,060480
국일제지,078130
국전약품,307750
국제약품,002720
굿센,243870
그리티,204020
그린케미칼,083420
그린플러스,186230
극동유화,014530
글로벌에스엠,900070
글로벌텍스프리,204620
글로본,019660
금강공업,014280
금강공업우,014285
금강철강,053260
금비,008870
금양,001570
금호건설,002990
금호건설우,002995
금호석유,011780
금호석유우,011785
금호에이치티,214330
금호에이치티 1WR,21433218
금호전기,001210
금호전기 31WR,00121218
금호타이어,073240
금화피에스시,036190
기가레인,049080
기산텔레콤,035460
기신정기,092440
기아,000270
기업은행,024110
까뮤이앤씨,013700
까스텔바작,308100
깨끗한나라,004540
깨끗한나라우,004545
나노,187790
나노브릭,286750
나노스,151910
나노신소재,121600
나노씨엠에스,247660
나노엔텍,039860
나노캠텍,091970
나눔테크,244880
나라소프트,288490
나라엠앤디,051490
나무가,190510
나무기술,242040
나스미디어,089600
나우IB,293580
나우코스,257990
나이벡,138610
나이스디앤비,130580
나이스정보통신,036800
나인테크,267320
나인트리부동산(종A1),72501773
나인트리부동산(종C-i),72502773
남광토건,001260
남선알미늄,008350
남선알미우,008355
남성,004270
남양유업,003920
남양유업우,003925
남해화학,025860
남화산업,111710
남화토건,091590
내츄럴엔도텍,168330
네비게이터 ESG액티브,385590
네비게이터 친환경자동차밸류체인액티브,385600
네오리진,094860
네오셈,253590
네오오토,212560
네오위즈,095660
네오위즈홀딩스,042420
네오이뮨텍(Reg.S),950220
네오크레마,311390
네오티스,085910
네오팜,092730
네오펙트,290660
네온테크,306620
네이블,153460
네이처셀,007390
네추럴FNP,086220
네패스,033640
네패스아크,330860
넥센,005720
넥센우,005725
넥센타이어,002350
넥센타이어1우B,002355
넥스턴바이오,089140
넥스트BT,065170
넥스트사이언스,003580
넥스트아이,137940
넥스틴,348210
넥슨지티,041140
넵튠,217270
넷게임즈,225570
넷마블,251270
노드메이슨,317860
노랑풍선,104620
노루페인트,090350
노루페인트우,090355
노루홀딩스,000320
노루홀딩스우,000325
노바렉스,194700
노바텍,285490
노브메타파마,229500
노터스,278650
녹십자,006280
녹십자엠에스,142280
녹십자웰빙,234690
녹십자홀딩스,005250
녹십자홀딩스2우,005257
녹원씨엔아이,065560
농심,004370
농심홀딩스,072710
농우바이오,054050
누리플랜,069140
누리플렉스,040160
뉴로스,126870
뉴보텍,060260
뉴인텍,012340
뉴지랩파마,214870
뉴트리,270870
뉴파워프라즈마,144960
뉴프렉스,085670
다나와,119860
다날,064260
다믈멀티미디어,093640
다보링크,340360
다산네트웍스,039560
다스코,058730
다우기술,023590
다우데이타,032190
다원넥스뷰,323350
다원시스,068240
다이나믹디자인,145210
다이오진,271850
단디바이오,343090
대교,019680
대교우B,019685
대구백화점,006370
대덕,008060
대덕1우,00806K
대덕전자,353200
대덕전자1우,35320K
대동,000490
대동고려삼,178600
대동금속,020400
대동기어,008830
대동스틸,048470
대동전자,008110
대륙제관,004780
대림B&Co,005750
대림제지,017650
대림통상,006570
대명소노시즌,007720
대모,317850
대보마그네틱,290670
대봉엘에스,078140
대상,001680
대상우,001685
대상홀딩스,084690
대상홀딩스우,084695
대성미생물,036480
대성산업,128820
대성에너지,117580
대성엘텍,025440
대성창투,027830
대성파인텍,104040
대성홀딩스,016710
대신 2X 니켈선물 ETN(H),510007
대신 2X 아연선물 ETN(H),510005
대신 2X 철광석 선물 ETN(H),510017
대신 WTI원유 선물 ETN(H),510001
대신 골드 커버드콜 타겟 5%인컴 ETN(H),510011
대신 니켈선물 ETN(H),510003
대신 밀 선물 ETN(H),510015
대신 아연선물 ETN(H),510002
대신 알루미늄 선물 ETN(H),510014
대신 인버스 2X 니켈선물 ETN(H),510010
대신 인버스 니켈선물 ETN(H),510006
대신 인버스 아연선물 ETN(H),510004
대신 인버스 철광석 선물 ETN(H),510009
대신 천연가스 선물 ETN(H),510016
대신 철광석 선물 ETN(H),510008
대신Japan하임03호A,70901B95
대신Japan하임03호C-I,70902B95
대신Japan하임03호C-W,70903B95
대신밸런스제10호스팩,387310
대신밸런스제11호스팩,397500
대신밸런스제7호스팩,332290
대신밸런스제8호스팩,336570
대신밸런스제9호스팩,369370
대신정보통신,020180
대신증권,003540
대신증권2우B,003547
대신증권우,003545
대아티아이,045390
대양금속,009190
대양전기공업,108380
대양제지,006580
대영포장,014160
대우건설,047040
대우부품,009320
대우조선해양,042660
대웅,003090
대웅제약,069620
대원,007680
대원강업,000430
대원미디어,048910
대원산업,005710
대원전선,006340
대원전선우,006345
대원제약,003220
대원화성,024890
대유,290380
대유에이텍,002880
대유에이피,290120
대유에이피 3WR,2901221A
대유플러스,000300
대정화금,120240
대주산업,003310
대주이엔티,114920
대주전자재료,078600
대창,012800
대창단조,015230
대창솔루션,096350
대창스틸,140520
대한과학,131220
대한광통신,010170
대한그린파워,060900
대한뉴팜,054670
대한방직,001070
대한약품,023910
대한유화,006650
대한전선,001440
대한제강,084010
대한제당,001790
대한제당우,001795
대한제분,001130
대한항공,003490
대한항공우,003495
대한해운,005880
대한화섬,003830
대현,016090
대호에이엘,069460
대호특수강,021040
대호특수강우,021045
대화제약,067080
더네이쳐홀딩스,298540
더블유게임즈,192080
더블유에스아이,299170
더존비즈온,012510
더콘텐츠온,302920
덕산네오룩스,213420
덕산테코피아,317330
덕산하이메탈,077360
덕성,004830
덕성우,004835
덕신하우징,090410
덕양산업,024900
덕우전자,263600
데브시스터즈,194480
데이드림엔터,348840
데이타솔루션,263800
데이터스트림즈,199150
덱스터,206560
덴티스,261200
덴티움,145720
도부마스크,227420
도이치모터스,067990
도쿄중소형오피스1,70101781
도화엔지니어링,002150
동구바이오제약,006620
동국S&C,100130
동국산업,005160
동국알앤에스,075970
동국제강,001230
동국제약,086450
동남합성,023450
동방,004140
동방선기,099410
동방아그로,007590
동부건설,005960
동부건설우,005965
동서,026960
동성제약,002210
동성케미컬,102260
동성화인텍,033500
동신건설,025950
동아쏘시오홀딩스,000640
동아쏘시오홀딩스 2WR,00064217
동아에스티,170900
동아엘텍,088130
동아지질,028100
동아타이어,282690
동아화성,041930
동양,001520
동양2우B,001527
동양3우B,001529
동양고속,084670
동양생명,082640
동양에스텍,060380
동양우,001525
동양이엔피,079960
동양철관,008970
동양파일,228340
동양피스톤,092780
동우팜투테이블,088910
동운아나텍,094170
동원F&B,049770
동원개발,013120
동원금속,018500
동원산업,006040
동원수산,030720
동원시스템즈,014820
동원시스템즈우,014825
동일고무벨트,163560
동일금속,109860
동일기연,032960
동일산업,004890
동일제강,002690
동일철강,023790
동진쎄미켐,005290
동화기업,025900
동화약품,000020
두산,000150
두산2우B,000157
두산밥캣,241560
두산우,000155
두산중공업,034020
두산중공업 1WR,03402217
두산중공업 2WR,0340221B
두산퓨얼셀,336260
두산퓨얼셀1우,33626K
두산퓨얼셀2우B,33626L
두올,016740
듀오백,073190
듀켐바이오,176750
드래곤플라이,030350
드림시큐리티,203650
드림씨아이에스,223250
드림어스컴퍼니,060570
드림텍,192650
디딤,217620
디바이스이엔지,187870
디스플레이텍,066670
디씨엠,024090
디아이,003160
디아이씨,092200
디아이티,110990
디알젬,263690
디알텍,214680
디앤디플랫폼리츠,377190
디앤씨미디어,263720
디어유,376300
디에스케이,109740
디에이치피코리아,131030
디에이테크놀로지,196490
디에이피,066900
디엔에이링크,127120
디엔에프,092070
디엠티,134580
디오,039840
디와이,013570
디와이디대양,219550
디와이파워,210540
디와이피엔에프,104460
디이엔티,079810
디젠스,113810
디지아이,043360
디지캡,197140
디지탈옵틱,106520
디지털대성,068930
디지틀조선,033130
디케이락,105740
디케이앤디,263020
디케이티,290550
디티알오토모티브,007340
디티앤씨,187220
디피씨,026890
디피코,163430
딜리,131180
딥노이드,315640
라닉스,317120
라온시큐어,042510
라온테크,232680
라온피플,300120
라이온켐텍,171120
라이트론,069540
라이프사이언스테크놀로지,285770
라이프시맨틱스,347700
라파스,214260
락앤락,115390
래몽래인,200350
램테크놀러지,171010
랩지노믹스,084650
러셀,217500
럭스피아,092590
레고켐바이오,141080
레드로버,060300
레드캡투어,038390
레몬,294140
레이,228670
레이언스,228850
레이크머티리얼즈,281740
레인보우로보틱스,277810
렌딩머신,179720
로보로보,215100
로보스타,090360
로보쓰리,238500
로보티즈,108490
로스웰,900260
로지시스,067730
로체시스템즈,071280
롯데관광개발,032350
롯데렌탈,089860
롯데리츠,330590
롯데손해보험,000400
롯데쇼핑,023530
롯데정밀화학,004000
롯데정보통신,286940
롯데제과,280360
롯데지주,004990
롯데지주우,00499K
롯데칠성,005300
롯데칠성우,005305
롯데케미칼,011170
롯데푸드,002270
롯데하이마트,071840
루멘스,038060
루켄테크놀러지스,162120
루트락,253610
루트로닉,085370
루트로닉3우C,08537M
룩셈부르크코어오피스(파생형)(A),70102B96
룩셈부르크코어오피스(파생형)(C-I),70103B96
룽투코리아,060240
리노공업,058470
리노스,039980
리더스 기술투자,019570
리더스 기술투자 9WR,01957229
리더스코스메틱,016100
리드코프,012700
리메드,302550
리파인,377450
릭스솔루션,029480
린드먼아시아,277070
링네트,042500
링크제니시스,219420
마니커,027740
마니커에프앤지,195500
마이다스 200커버드콜5%OTM,137930
마이다스 KoreaStock액티브,403790
마이더스AI,222810
마이크로디지탈,305090
마이크로컨텍솔,098120
마이크로프랜드,147760
마이티 200커버드콜ATM레버리지,292340
마이티 코스피100,159800
마인즈랩,377480
마크로젠,038290
만도,204320
만호제강,001080
맘스터치,220630
매일유업,267980
매일홀딩스,005990
매직마이크로,127160
매커스,093520
맥스트,377030
맥쿼리인프라,088980
맵스리얼티1,094800
맵스미국11호,74401777
맵스미국16호 종류A,74401BAA
맵스미국9-2호,74401769
맵스호주2호,74401773
머큐리,100590
멀티캠퍼스,067280
메가스터디,072870
메가스터디교육,215200
메가엠디,133750
메드팩토,235980
메디쎄이,200580
메디아나,041920
메디안디노스틱,233250
메디앙스,014100
메디젠휴먼케어,236340
메디콕스,054180
메디톡스,086900
메디포스트,078160
메디프론,065650
메리츠 CSI 300 ETN,610032
메리츠 S&P 유럽탄소배출권 선물 ETN,610031
메리츠 S&P 유럽탄소배출권 선물 ETN(H),610030
메리츠 STAR 50 ETN,610033
메리츠 구리 선물 ETN(H),610026
메리츠 국채10년 ETN,610018
메리츠 국채30년 ETN,610007
메리츠 금 선물 ETN(H),610011
메리츠 레버리지 KRX300 선물 ETN,610005
메리츠 레버리지 구리 선물 ETN(H),610028
메리츠 레버리지 국채10년 ETN,610019
메리츠 레버리지 국채30년 ETN,610008
메리츠 레버리지 금 선물 ETN(H),610012
메리츠 레버리지 미국채10년 ETN(H),610023
메리츠 레버리지 은 선물 ETN(H),610016
메리츠 레버리지 인플레이션 국채 ETN,610002
메리츠 미국 인플레이션 국채 ETN(H),610003
메리츠 미국레버리지 인플레이션국채ETN(H),610004
메리츠 미국채10년 ETN(H),610022
메리츠 은 선물 ETN(H),610014
메리츠 인버스 2X KRX300 선물 ETN,610006
메리츠 인버스 2X 구리 선물 ETN(H),610029
메리츠 인버스 2X 국채10년 ETN,610021
메리츠 인버스 2X 국채30년 ETN,610010
메리츠 인버스 2X 금 선물 ETN(H),610013
메리츠 인버스 2X 미국채10년 ETN(H),610025
메리츠 인버스 2X 은 선물 ETN(H),610017
메리츠 인버스 구리 선물 ETN(H),610027
메리츠 인버스 국채10년 ETN,610020
메리츠 인버스 국채30년 ETN,610009
메리츠 인버스 미국채10년 ETN(H),610024
메리츠 인버스 은 선물 ETN(H),610015
메리츠 인플레이션 국채 ETN,610001
메리츠금융지주,138040
메리츠베트남주식혼합,74601669
메리츠증권,008560
메리츠화재,000060
메이슨캐피탈,021880
메지온,140410
메카로,241770
메타랩스,090370
메타바이오메드,059210
멕아이씨에스,058110
멜파스,096640
명문제약,017180
명성티엔에스,257370
명신산업,009900
명진홀딩스,267060
모나리자,012690
모나미,005360
모다이노칩,080420
모두투어,080160
모두투어리츠,204210
모바일리더,100030
모바일어플라이언스,087260
모베이스,101330
모베이스전자,012860
모비릭스,348030
모비스,250060
모아텍,033200
모토닉,009680
모트렉스,118990
모헨즈,006920
무림P&P,009580
무림SP,001810
무림페이퍼,009200
무진메디,322970
무학,033920
문배철강,008420
미디어젠,279600
미래G162KOSPI200콜,52G162
미래G163KOSPI200콜,52G163
미래G164KOSPI200콜,52G164
미래G165KOSPI200콜,52G165
미래G166KOSPI200콜,52G166
미래G573삼성전자콜,52G573
미래G574삼성전자콜,52G574
미래G584삼성전자콜,52G584
미래G586삼성전자콜,52G586
미래G588삼성전자콜,52G588
미래G598SK하이닉콜,52G598
미래G600SK하이닉콜,52G600
미래G601SK하이닉콜,52G601
미래G605기아콜,52G605
미래G611기아콜,52G611
미래G620현대차콜,52G620
미래G621현대차콜,52G621
미래G624현대차콜,52G624
미래G630엘지전자콜,52G630
미래G639셀트리온콜,52G639
미래G642셀트리온콜,52G642
미래G648삼성SDI콜,52G648
미래G656모비스콜,52G656
미래G657모비스콜,52G657
미래G662SK콜,52G662
미래G683롯데케미콜,52G683
미래G685한국전력콜,52G685
미래G694LG이노텍콜,52G694
미래G700삼성SDS콜,52G700
미래G806삼성전자콜,52G806
미래G808삼성전자콜,52G808
미래G809삼성전자콜,52G809
미래G810삼성전자콜,52G810
미래G811삼성전자콜,52G811
미래G814삼성전자풋,52G814
미래G821SK하이닉콜,52G821
미래G822SK하이닉콜,52G822
미래G832현대차콜,52G832
미래G833현대차콜,52G833
미래G834현대차콜,52G834
미래G836현대차풋,52G836
미래G837현대차풋,52G837
미래G850LG화학콜,52G850
미래G851LG화학콜,52G851
미래G852LG화학콜,52G852
미래G859SK이노콜,52G859
미래G869네이버풋,52G869
미래G882카카오풋,52G882
미래G891모비스콜,52G891
미래G892모비스콜,52G892
미래G893모비스콜,52G893
